LocusID;stratum;Braker;Maker 1;Maker 2;Maker 3
AT2G43060;Embryophyta;1;1;1;1
AT1G50660;Embryophyta;1;1;1;1
AT1G29390;Embryophyta;1;1;0;1
AT1G29390;Embryophyta;1;1;0;1
AT3G57320;Embryophyta;1;1;1;1
AT1G01360;Embryophyta;1;0;1;0
AT3G16500;Embryophyta;1;1;1;1
AT1G11480;Embryophyta;1;1;1;0
AT1G11480;Embryophyta;1;1;1;0
AT2G13820;Embryophyta;1;1;1;1
AT3G10490;Embryophyta;1;0;0;1
AT3G10490;Embryophyta;1;0;0;1
AT3G03160;Embryophyta;1;1;1;1
AT1G09645;Embryophyta;1;1;1;1
AT1G69690;Embryophyta;1;1;1;1
AT3G24140;Embryophyta;1;1;1;1
AT3G28290;Embryophyta;1;0;1;1
AT3G28300;Embryophyta;1;1;1;1
AT1G13450;Embryophyta;1;1;1;1
AT1G13450;Embryophyta;1;1;1;1
AT1G13450;Embryophyta;1;1;1;1
AT1G17380;Embryophyta;1;1;1;1
AT3G21190;Embryophyta;1;1;1;0
AT1G70200;Embryophyta;1;1;0;1
AT1G52720;Embryophyta;1;1;1;1
AT3G45050;Embryophyta;1;1;1;1
AT3G45050;Embryophyta;1;1;1;1
AT3G45050;Embryophyta;1;1;1;1
AT3G45050;Embryophyta;1;1;1;1
AT3G01170;Embryophyta;1;1;1;1
AT1G19835;Embryophyta;1;1;1;1
AT1G19835;Embryophyta;1;1;1;1
AT2G28380;Embryophyta;1;1;1;1
AT1G72900;Embryophyta;1;1;0;1
AT3G15570;Embryophyta;1;1;1;1
AT3G03870;Embryophyta;1;1;1;1
AT1G19400;Embryophyta;1;1;1;1
AT1G19400;Embryophyta;1;1;1;1
AT3G52610;Embryophyta;1;1;1;1
AT2G45980;Embryophyta;1;1;1;1
AT1G55160;Embryophyta;1;1;1;1
AT1G55160;Embryophyta;1;1;1;1
AT1G55160;Embryophyta;1;1;1;1
AT4G38860;Embryophyta;1;0;0;0
AT2G34070;Embryophyta;1;1;1;1
AT3G28080;Embryophyta;1;0;0;1
AT3G28080;Embryophyta;1;0;0;1
AT3G28080;Embryophyta;1;0;0;1
AT4G32680;Embryophyta;1;1;1;1
AT5G02740;Embryophyta;1;1;1;1
AT5G02740;Embryophyta;1;1;1;1
AT5G52010;Embryophyta;1;0;1;1
AT5G17190;Embryophyta;1;1;1;1
AT2G33855;Embryophyta;1;1;1;1
AT1G69490;Embryophyta;1;1;1;1
AT5G58920;Embryophyta;1;0;1;1
AT1G06515;Embryophyta;0;1;1;1
AT1G06515;Embryophyta;0;1;1;1
AT1G10740;Embryophyta;1;1;1;1
AT1G10740;Embryophyta;1;1;1;1
AT1G10740;Embryophyta;1;1;1;1
AT1G10740;Embryophyta;1;1;1;1
AT3G11650;Embryophyta;1;1;1;1
AT3G01950;Embryophyta;1;1;1;0
AT3G57400;Embryophyta;1;1;1;1
AT5G03230;Embryophyta;1;1;1;1
AT3G15790;Embryophyta;1;1;1;1
AT2G48120;Embryophyta;1;0;1;1
AT2G48120;Embryophyta;1;0;1;1
AT5G43190;Embryophyta;1;1;1;1
AT5G53730;Embryophyta;1;1;1;1
AT1G30210;Embryophyta;1;1;1;1
AT1G30210;Embryophyta;1;1;1;1
AT1G80130;Embryophyta;1;1;1;1
AT4G14360;Embryophyta;1;1;1;1
AT4G14360;Embryophyta;1;1;1;1
AT2G32710;Embryophyta;1;1;1;1
AT2G32710;Embryophyta;1;1;1;1
AT1G15200;Embryophyta;1;1;1;1
AT5G37070;Embryophyta;1;1;1;1
AT3G11810;Embryophyta;1;1;1;1
AT5G43870;Embryophyta;1;1;1;1
AT4G25620;Embryophyta;1;0;0;0
AT2G25060;Embryophyta;1;1;1;1
AT2G17350;Embryophyta;1;1;1;1
AT1G14685;Embryophyta;1;1;1;1
AT1G14685;Embryophyta;1;1;1;1
AT1G14685;Embryophyta;1;1;1;1
AT4G00400;Embryophyta;1;1;0;1
AT1G64980;Embryophyta;0;1;0;0
AT5G01240;Embryophyta;1;1;1;1
AT5G01240;Embryophyta;1;1;1;1
AT3G60630;Embryophyta;1;1;1;1
AT5G64180;Embryophyta;1;1;1;1
AT3G02150;Embryophyta;1;1;1;0
AT3G02150;Embryophyta;1;1;1;0
AT1G59750;Embryophyta;1;1;1;1
AT1G59750;Embryophyta;1;1;1;1
AT1G59750;Embryophyta;1;1;1;1
AT1G59750;Embryophyta;1;1;1;1
AT5G63780;Embryophyta;1;0;0;0
AT5G25890;Embryophyta;1;1;1;1
AT4G17230;Embryophyta;1;1;1;1
AT3G29185;Embryophyta;1;0;0;1
AT3G29185;Embryophyta;1;0;0;1
AT1G58100;Embryophyta;1;1;1;1
AT1G58100;Embryophyta;1;1;1;1
AT2G27840;Embryophyta;1;1;1;1
AT3G62020;Embryophyta;1;0;1;1
AT3G62020;Embryophyta;1;0;1;1
AT1G19870;Embryophyta;1;1;1;1
AT2G04340;Embryophyta;1;0;1;1
AT5G64080;Embryophyta;1;1;1;1
AT1G60640;Embryophyta;1;1;0;1
AT1G60640;Embryophyta;1;1;0;1
AT1G60640;Embryophyta;1;1;0;1
AT1G60640;Embryophyta;1;1;0;1
AT1G60640;Embryophyta;1;1;0;1
AT3G49530;Embryophyta;1;1;1;1
AT4G02200;Embryophyta;1;1;1;1
AT4G02200;Embryophyta;1;1;1;1
AT4G02200;Embryophyta;1;1;1;1
AT3G11770;Embryophyta;1;1;1;1
AT2G32560;Embryophyta;1;1;0;1
AT1G22750;Embryophyta;1;1;1;1
AT1G22750;Embryophyta;1;1;1;1
AT1G22750;Embryophyta;1;1;1;1
AT1G22750;Embryophyta;1;1;1;1
AT1G51630;Embryophyta;1;1;1;1
AT4G25170;Embryophyta;1;1;1;1
AT4G25170;Embryophyta;1;1;1;1
AT5G40690;Embryophyta;1;1;1;1
AT3G44380;Embryophyta;1;1;1;1
AT1G14890;Embryophyta;1;1;1;1
AT4G25670;Embryophyta;1;0;1;0
AT4G25670;Embryophyta;1;0;1;0
AT4G18390;Embryophyta;1;1;1;1
AT4G18390;Embryophyta;1;1;1;1
AT4G38280;Embryophyta;0;0;0;1
AT2G02450;Embryophyta;1;1;1;1
AT2G02450;Embryophyta;1;1;1;1
AT1G28680;Embryophyta;1;1;1;1
AT5G09760;Embryophyta;1;1;1;1
AT1G55340;Embryophyta;1;1;1;1
AT1G55340;Embryophyta;1;1;1;1
AT3G10480;Embryophyta;1;1;0;1
AT3G10480;Embryophyta;1;1;0;1
AT3G10480;Embryophyta;1;1;0;1
AT3G08670;Embryophyta;1;1;1;1
AT3G15820;Embryophyta;1;1;1;1
AT4G14740;Embryophyta;1;1;1;1
AT4G14740;Embryophyta;1;1;1;1
AT4G14740;Embryophyta;1;1;1;1
AT1G17360;Embryophyta;1;1;1;1
AT2G26600;Embryophyta;1;1;1;1
AT2G26600;Embryophyta;1;1;1;1
AT1G52320;Embryophyta;1;1;0;1
AT1G52320;Embryophyta;1;1;0;1
AT1G52320;Embryophyta;1;1;0;1
AT1G52320;Embryophyta;1;1;0;1
AT3G28270;Embryophyta;1;0;0;1
AT3G28270;Embryophyta;1;0;0;1
AT1G28610;Embryophyta;1;0;0;1
AT5G40970;Embryophyta;1;1;1;0
AT4G30760;Embryophyta;1;0;0;0
AT4G30760;Embryophyta;1;0;0;0
AT1G15010;Embryophyta;1;1;1;1
AT2G36410;Embryophyta;1;1;1;1
AT2G36410;Embryophyta;1;1;1;1
AT2G36410;Embryophyta;1;1;1;1
AT2G46690;Embryophyta;1;0;0;0
AT5G05960;Embryophyta;1;1;1;1
AT4G17330;Embryophyta;1;1;1;1
AT3G07660;Embryophyta;1;1;1;1
AT4G29100;Embryophyta;1;1;1;1
AT2G45520;Embryophyta;1;0;1;1
AT1G70620;Embryophyta;1;1;0;0
AT1G70620;Embryophyta;1;1;0;0
AT2G31840;Embryophyta;1;1;1;1
AT3G12570;Embryophyta;1;1;1;1
AT3G12570;Embryophyta;1;1;1;1
AT3G12570;Embryophyta;1;1;1;1
AT3G12570;Embryophyta;1;1;1;1
AT3G13910;Embryophyta;1;1;1;1
AT1G72920;Embryophyta;1;0;0;0
AT1G29790;Embryophyta;1;1;1;1
AT1G29790;Embryophyta;1;1;1;1
AT1G51140;Embryophyta;1;1;1;1
AT2G46170;Embryophyta;1;1;1;1
AT4G27310;Embryophyta;1;1;1;1
AT5G53280;Embryophyta;1;1;1;1
AT2G43540;Embryophyta;1;0;1;1
AT3G12320;Embryophyta;1;1;1;1
AT1G69980;Embryophyta;1;1;1;1
AT4G18975;Embryophyta;1;1;1;1
AT4G18975;Embryophyta;1;1;1;1
AT4G18975;Embryophyta;1;1;1;1
AT4G18975;Embryophyta;1;1;1;1
AT1G07090;Embryophyta;1;0;0;0
AT4G16430;Embryophyta;1;1;1;1
AT2G45160;Embryophyta;1;1;1;1
AT1G30970;Embryophyta;1;1;1;1
AT1G67900;Embryophyta;1;1;1;1
AT1G67900;Embryophyta;1;1;1;1
AT1G67900;Embryophyta;1;1;1;1
AT1G27000;Embryophyta;1;1;1;1
AT1G33490;Embryophyta;1;1;1;1
AT3G11090;Embryophyta;1;1;1;1
AT1G15780;Embryophyta;1;1;1;1
AT4G32610;Embryophyta;1;1;1;1
AT3G05100;Embryophyta;1;1;1;1
AT2G45680;Embryophyta;1;1;1;1
AT2G44730;Embryophyta;1;1;1;1
AT2G03470;Embryophyta;1;1;1;1
AT2G03470;Embryophyta;1;1;1;1
AT2G27310;Embryophyta;1;1;1;1
AT5G18250;Embryophyta;1;1;1;1
AT3G03560;Embryophyta;1;1;1;1
AT5G42830;Embryophyta;1;1;1;1
AT3G22520;Embryophyta;1;1;1;1
AT4G35580;Embryophyta;1;0;1;1
AT4G35580;Embryophyta;1;0;1;1
AT4G35580;Embryophyta;1;0;1;1
AT1G04240;Embryophyta;1;1;1;1
AT4G24972;Embryophyta;1;1;1;1
AT2G37920;Embryophyta;1;0;0;0
AT1G54460;Embryophyta;1;1;1;1
AT1G73940;Embryophyta;1;1;1;1
AT2G37460;Embryophyta;1;1;1;1
AT4G23610;Embryophyta;1;1;1;1
AT3G26360;Embryophyta;1;0;1;1
AT2G41870;Embryophyta;1;1;1;1
AT4G02980;Embryophyta;1;1;1;1
AT4G27410;Embryophyta;1;1;1;1
AT4G27410;Embryophyta;1;1;1;1
AT4G27410;Embryophyta;1;1;1;1
AT1G64105;Embryophyta;1;1;1;1
AT1G54060;Embryophyta;1;1;1;1
AT2G33480;Embryophyta;1;1;1;1
AT2G33480;Embryophyta;1;1;1;1
AT1G80450;Embryophyta;1;1;1;1
AT5G46230;Embryophyta;1;1;1;1
AT3G21150;Embryophyta;1;0;0;1
AT4G32870;Embryophyta;1;1;1;1
AT4G14560;Embryophyta;1;1;1;1
AT1G49470;Embryophyta;1;1;1;1
AT3G63390;Embryophyta;1;1;1;1
AT5G65410;Embryophyta;1;1;1;1
AT3G47540;Embryophyta;1;1;1;1
AT3G47540;Embryophyta;1;1;1;1
AT4G39860;Embryophyta;1;1;1;1
AT4G39860;Embryophyta;1;1;1;1
AT1G24625;Embryophyta;1;1;1;1
AT2G01570;Embryophyta;1;0;0;0
AT2G43620;Embryophyta;1;1;1;1
AT1G04250;Embryophyta;1;1;0;0
AT2G16070;Embryophyta;1;1;1;1
AT2G16070;Embryophyta;1;1;1;1
AT4G18570;Embryophyta;1;1;1;1
AT1G14900;Embryophyta;1;0;0;0
AT2G40410;Embryophyta;0;1;1;1
AT4G24210;Embryophyta;1;1;1;1
AT2G43780;Embryophyta;1;1;1;1
AT2G43780;Embryophyta;1;1;1;1
AT3G04630;Embryophyta;1;1;1;0
AT3G04630;Embryophyta;1;1;1;0
AT3G04630;Embryophyta;1;1;1;0
AT3G18230;Embryophyta;1;1;1;1
AT5G05110;Embryophyta;1;1;1;1
AT5G12240;Embryophyta;1;1;1;1
AT5G42680;Embryophyta;1;1;1;1
AT5G42680;Embryophyta;1;1;1;1
AT3G13990;Embryophyta;1;1;1;1
AT3G13990;Embryophyta;1;1;1;1
AT3G26370;Embryophyta;1;0;1;1
AT1G27340;Embryophyta;1;1;1;1
AT2G40070;Embryophyta;0;1;1;1
AT2G40070;Embryophyta;0;1;1;1
AT5G66675;Embryophyta;0;1;1;1
AT1G35560;Embryophyta;1;1;0;1
AT5G50410;Embryophyta;1;1;1;1
AT3G62420;Embryophyta;1;0;0;0
AT1G28190;Embryophyta;1;1;1;1
AT5G16550;Embryophyta;1;1;1;1
AT4G31130;Embryophyta;1;1;1;1
AT3G12500;Embryophyta;1;1;1;1
AT1G73390;Embryophyta;1;1;1;1
AT1G73390;Embryophyta;1;1;1;1
AT1G73390;Embryophyta;1;1;1;1
AT1G73390;Embryophyta;1;1;1;1
AT4G20170;Embryophyta;1;0;0;0
AT1G04280;Embryophyta;1;1;1;1
AT2G16630;Embryophyta;1;1;1;1
AT5G47870;Embryophyta;1;1;1;1
AT4G24660;Embryophyta;1;1;1;1
AT1G24267;Embryophyta;1;1;1;0
AT1G24267;Embryophyta;1;1;1;0
AT1G01240;Embryophyta;1;1;1;1
AT1G01240;Embryophyta;1;1;1;1
AT1G01240;Embryophyta;1;1;1;1
AT1G20770;Embryophyta;1;1;1;1
AT5G24590;Embryophyta;1;1;1;1
AT2G25930;Embryophyta;1;1;1;1
AT1G61100;Embryophyta;1;1;0;1
AT1G61100;Embryophyta;1;1;0;1
AT1G53645;Embryophyta;1;1;0;1
AT5G66420;Embryophyta;1;1;1;1
AT5G66420;Embryophyta;1;1;1;1
AT4G00150;Embryophyta;1;1;1;1
AT5G19480;Embryophyta;1;1;1;1
AT5G19480;Embryophyta;1;1;1;1
AT5G66400;Embryophyta;1;1;1;1
AT5G66400;Embryophyta;1;1;1;1
AT4G29260;Embryophyta;1;0;0;1
AT1G06500;Embryophyta;1;1;1;1
AT1G06500;Embryophyta;1;1;1;1
AT1G06500;Embryophyta;1;1;1;1
AT1G06500;Embryophyta;1;1;1;1
AT5G62070;Embryophyta;1;1;1;1
AT1G32260;Embryophyta;1;1;1;1
AT1G11820;Embryophyta;1;1;1;0
AT1G11820;Embryophyta;1;1;1;0
AT4G35980;Embryophyta;1;0;0;0
AT3G13222;Embryophyta;1;1;1;1
AT4G28050;Embryophyta;1;0;0;0
AT3G28130;Embryophyta;1;1;1;1
AT3G28130;Embryophyta;1;1;1;1
AT5G09440;Embryophyta;1;1;1;1
AT5G44860;Embryophyta;1;1;1;1
AT1G03290;Embryophyta;1;0;1;1
AT1G03290;Embryophyta;1;0;1;1
AT5G47455;Embryophyta;1;1;1;1
AT5G47455;Embryophyta;1;1;1;1
AT5G47455;Embryophyta;1;1;1;1
AT5G47455;Embryophyta;1;1;1;1
AT5G47455;Embryophyta;1;1;1;1
AT5G47455;Embryophyta;1;1;1;1
AT5G47455;Embryophyta;1;1;1;1
AT3G07440;Embryophyta;1;1;1;1
AT3G17900;Embryophyta;1;1;1;1
AT3G54220;Embryophyta;1;1;0;1
AT4G08240;Embryophyta;1;1;1;1
AT4G08240;Embryophyta;1;1;1;1
AT1G15230;Embryophyta;1;0;0;0
AT5G61340;Embryophyta;1;1;1;1
AT1G18740;Embryophyta;1;1;1;1
AT4G17310;Embryophyta;1;1;1;1
AT4G17310;Embryophyta;1;1;1;1
AT1G77260;Embryophyta;1;0;1;1
AT3G22550;Embryophyta;1;1;1;1
AT2G35980;Embryophyta;1;1;1;1
AT3G11600;Embryophyta;1;1;1;1
AT5G10150;Embryophyta;1;1;1;1
AT4G15620;Embryophyta;1;1;1;1
AT1G02750;Embryophyta;1;1;1;1
AT1G02750;Embryophyta;1;1;1;1
AT5G24580;Embryophyta;1;1;1;1
AT5G41685;Embryophyta;1;0;1;0
AT2G42300;Embryophyta;1;1;1;1
AT2G42300;Embryophyta;1;1;1;1
AT5G45110;Embryophyta;1;1;0;0
AT3G18690;Embryophyta;1;1;1;1
AT2G30700;Embryophyta;1;1;1;1
AT1G06510;Embryophyta;1;1;1;1
AT5G49230;Embryophyta;1;1;1;0
AT5G24200;Embryophyta;1;1;1;1
AT2G24395;Embryophyta;1;1;0;1
AT5G41460;Embryophyta;1;1;1;0
AT3G50910;Embryophyta;1;1;1;1
AT5G22040;Embryophyta;1;1;1;1
AT5G22040;Embryophyta;1;1;1;1
AT5G22040;Embryophyta;1;1;1;1
AT4G39140;Embryophyta;1;1;1;1
AT4G39140;Embryophyta;1;1;1;1
AT4G39140;Embryophyta;1;1;1;1
AT4G39140;Embryophyta;1;1;1;1
AT4G39140;Embryophyta;1;1;1;1
AT3G19810;Embryophyta;1;0;1;1
AT5G54870;Embryophyta;1;1;1;1
AT1G64220;Embryophyta;1;0;0;0
AT5G20130;Embryophyta;1;0;0;0
AT5G28490;Embryophyta;1;1;1;1
AT3G29575;Embryophyta;1;1;1;1
AT3G29575;Embryophyta;1;1;1;1
AT3G29575;Embryophyta;1;1;1;1
AT5G60950;Embryophyta;1;1;1;0
AT5G26800;Embryophyta;1;1;0;1
AT2G32500;Embryophyta;1;1;1;1
AT3G11100;Embryophyta;1;0;0;0
AT1G11700;Embryophyta;1;1;1;1
AT1G04910;Embryophyta;1;0;1;0
AT5G42960;Embryophyta;1;1;1;1
AT3G54290;Embryophyta;1;1;0;0
AT5G10300;Embryophyta;1;1;1;1
AT2G31160;Embryophyta;1;1;1;1
AT5G49210;Embryophyta;1;1;1;1
AT5G49210;Embryophyta;1;1;1;1
AT3G27390;Embryophyta;1;1;1;1
AT2G35510;Embryophyta;1;1;1;1
AT1G76660;Embryophyta;1;1;1;1
AT5G64330;Embryophyta;1;1;1;1
AT5G64330;Embryophyta;1;1;1;1
AT5G06270;Embryophyta;1;1;1;1
AT1G74940;Embryophyta;1;1;1;1
AT1G12330;Embryophyta;0;1;1;1
AT3G45600;Embryophyta;1;0;1;0
AT1G50600;Embryophyta;1;0;0;0
AT1G76920;Embryophyta;1;1;1;1
AT5G11810;Embryophyta;1;1;1;1
AT3G19120;Embryophyta;1;0;1;0
AT3G07510;Embryophyta;1;1;1;1
AT3G07510;Embryophyta;1;1;1;1
AT1G52780;Embryophyta;1;1;1;1
AT3G63500;Embryophyta;1;1;1;1
AT3G63500;Embryophyta;1;1;1;1
AT1G29430;Embryophyta;1;0;0;1
AT2G01630;Embryophyta;1;1;0;0
AT2G01630;Embryophyta;1;1;0;0
AT1G78880;Embryophyta;1;0;0;0
AT4G26060;Embryophyta;1;1;1;1
AT3G61310;Embryophyta;1;1;1;1
AT1G23440;Embryophyta;1;1;1;1
AT5G50660;Embryophyta;1;0;0;0
AT4G16442;Embryophyta;1;1;1;1
AT4G27860;Embryophyta;1;1;1;1
AT4G27860;Embryophyta;1;1;1;1
AT1G17200;Embryophyta;1;1;1;1
AT1G17200;Embryophyta;1;1;1;1
AT3G47080;Embryophyta;1;1;1;1
AT5G43700;Embryophyta;1;1;1;1
AT3G22190;Embryophyta;1;1;1;1
AT3G22190;Embryophyta;1;1;1;1
AT3G51580;Embryophyta;1;1;1;1
AT3G51580;Embryophyta;1;1;1;1
AT3G54420;Embryophyta;1;1;1;1
AT2G25200;Embryophyta;1;0;0;0
AT5G39760;Embryophyta;1;0;1;1
AT5G22270;Embryophyta;1;1;1;1
AT1G66140;Embryophyta;1;1;1;1
AT5G20590;Embryophyta;1;1;0;0
AT1G02816;Embryophyta;1;0;1;1
AT5G18440;Embryophyta;1;1;1;1
AT5G18440;Embryophyta;1;1;1;1
AT4G35040;Embryophyta;1;1;1;1
AT4G16650;Embryophyta;1;1;1;1
AT5G05950;Embryophyta;1;0;1;1
AT5G15210;Embryophyta;1;1;1;1
AT5G25090;Embryophyta;1;0;0;0
AT1G19860;Embryophyta;1;1;1;1
AT1G28520;Embryophyta;1;1;1;1
AT1G28520;Embryophyta;1;1;1;1
AT1G35780;Embryophyta;1;1;1;1
AT1G53070;Embryophyta;1;0;0;0
AT3G26950;Embryophyta;1;1;1;1
AT2G25920;Embryophyta;1;1;1;1
AT4G19700;Embryophyta;1;1;1;1
AT3G52240;Embryophyta;1;1;1;1
AT2G36330;Embryophyta;1;1;1;1
AT3G56720;Embryophyta;1;0;1;1
AT3G56720;Embryophyta;1;0;1;1
AT3G56720;Embryophyta;1;0;1;1
AT1G04960;Embryophyta;0;1;1;1
AT1G04960;Embryophyta;0;1;1;1
AT4G29080;Embryophyta;1;1;1;1
AT2G44090;Embryophyta;1;1;1;1
AT2G44090;Embryophyta;1;1;1;1
AT1G14920;Embryophyta;1;1;1;1
AT2G44300;Embryophyta;1;1;1;1
AT2G33490;Embryophyta;1;1;1;1
AT1G10020;Embryophyta;1;1;1;1
AT1G55370;Embryophyta;1;1;1;1
AT2G26770;Embryophyta;1;1;1;1
AT2G26770;Embryophyta;1;1;1;1
AT3G10650;Embryophyta;1;1;1;1
AT4G28260;Embryophyta;1;1;1;1
AT4G28260;Embryophyta;1;1;1;1
AT3G08890;Embryophyta;1;1;1;1
AT3G08890;Embryophyta;1;1;1;1
AT1G78100;Embryophyta;1;1;1;1
AT2G30530;Embryophyta;1;1;1;1
AT3G16460;Embryophyta;1;1;1;1
AT3G16460;Embryophyta;1;1;1;1
AT5G46690;Embryophyta;1;1;1;1
AT1G05870;Embryophyta;1;1;1;1
AT1G05870;Embryophyta;1;1;1;1
AT1G05870;Embryophyta;1;1;1;1
AT1G05870;Embryophyta;1;1;1;1
AT2G40316;Embryophyta;0;1;0;1
AT2G40316;Embryophyta;0;1;0;1
AT3G57800;Embryophyta;1;1;1;1
AT3G57800;Embryophyta;1;1;1;1
AT1G30440;Embryophyta;1;1;1;1
AT4G36970;Embryophyta;1;1;1;1
AT3G18640;Embryophyta;1;1;1;1
AT3G23805;Embryophyta;1;1;0;1
AT3G19290;Embryophyta;1;1;1;1
AT5G18130;Embryophyta;1;1;1;1
AT1G57765;Embryophyta;1;1;0;0
AT1G57765;Embryophyta;1;1;0;0
AT1G21450;Embryophyta;1;1;1;1
AT1G16500;Embryophyta;1;0;1;0
AT5G57230;Embryophyta;1;0;1;1
AT5G19730;Embryophyta;1;1;1;1
AT1G14380;Embryophyta;1;1;1;1
AT1G14380;Embryophyta;1;1;1;1
AT1G14380;Embryophyta;1;1;1;1
AT1G64810;Embryophyta;1;1;1;1
AT1G64810;Embryophyta;1;1;1;1
AT2G27230;Embryophyta;1;1;1;1
AT2G27230;Embryophyta;1;1;1;1
AT1G27300;Embryophyta;1;1;1;1
AT2G33860;Embryophyta;1;1;1;1
AT5G18460;Embryophyta;1;1;1;1
AT1G08160;Embryophyta;1;1;1;1
AT1G66350;Embryophyta;1;1;0;1
AT3G47850;Embryophyta;1;1;1;1
AT3G43440;Embryophyta;1;1;1;1
AT3G43440;Embryophyta;1;1;1;1
AT1G13880;Embryophyta;1;0;0;1
AT5G48150;Embryophyta;1;1;1;1
AT5G48150;Embryophyta;1;1;1;1
AT4G01037;Embryophyta;1;1;1;1
AT3G60590;Embryophyta;1;1;0;1
AT3G60590;Embryophyta;1;1;0;1
AT3G60590;Embryophyta;1;1;0;1
AT3G60590;Embryophyta;1;1;0;1
AT5G16380;Embryophyta;1;0;1;1
AT1G04590;Embryophyta;1;1;1;1
AT1G04590;Embryophyta;1;1;1;1
AT2G25480;Embryophyta;1;1;1;1
AT5G23510;Embryophyta;1;0;1;1
AT5G23510;Embryophyta;1;0;1;1
AT4G01210;Embryophyta;1;1;1;1
AT1G49740;Embryophyta;1;1;1;1
AT5G58960;Embryophyta;1;0;1;1
AT5G58960;Embryophyta;1;0;1;1
AT5G58960;Embryophyta;1;0;1;1
AT2G27140;Embryophyta;1;1;1;1
AT3G02700;Embryophyta;1;1;1;1
AT3G62800;Embryophyta;1;1;1;1
AT3G62800;Embryophyta;1;1;1;1
AT3G62800;Embryophyta;1;1;1;1
AT1G18470;Embryophyta;1;1;1;1
AT5G52550;Embryophyta;1;0;1;1
AT3G07870;Embryophyta;1;1;1;1
AT3G30300;Embryophyta;1;1;1;1
AT5G54930;Embryophyta;1;1;1;1
AT5G54930;Embryophyta;1;1;1;1
AT3G56480;Embryophyta;1;1;1;1
AT1G05060;Embryophyta;1;1;1;0
AT3G59010;Embryophyta;1;1;1;1
AT2G39310;Embryophyta;0;1;0;1
AT2G39310;Embryophyta;0;1;0;1
AT2G39310;Embryophyta;0;1;0;1
AT5G42900;Embryophyta;1;1;1;1
AT5G42900;Embryophyta;1;1;1;1
AT5G42900;Embryophyta;1;1;1;1
AT2G28370;Embryophyta;1;1;1;1
AT1G45249;Embryophyta;1;1;1;1
AT1G45249;Embryophyta;1;1;1;1
AT1G44800;Embryophyta;1;1;1;1
AT3G28100;Embryophyta;1;1;0;1
AT1G31540;Embryophyta;1;0;1;0
AT1G31540;Embryophyta;1;0;1;0
AT2G04790;Embryophyta;1;1;1;1
AT2G04790;Embryophyta;1;1;1;1
AT2G45850;Embryophyta;1;1;1;1
AT2G45850;Embryophyta;1;1;1;1
AT1G80650;Embryophyta;1;0;1;0
AT1G14840;Embryophyta;1;0;1;0
AT4G01410;Embryophyta;1;1;1;1
AT3G04670;Embryophyta;1;1;1;1
AT1G71780;Embryophyta;1;1;1;1
AT1G77770;Embryophyta;1;1;1;1
AT1G77770;Embryophyta;1;1;1;1
AT4G17810;Embryophyta;1;1;1;1
AT4G25260;Embryophyta;1;0;1;1
AT2G40095;Embryophyta;0;1;1;1
AT4G16120;Embryophyta;1;1;1;1
AT3G55390;Embryophyta;1;1;1;1
AT3G47640;Embryophyta;1;1;1;1
AT3G47640;Embryophyta;1;1;1;1
AT3G47640;Embryophyta;1;1;1;1
AT2G19460;Embryophyta;1;1;1;1
AT3G62880;Embryophyta;1;1;1;1
AT3G62880;Embryophyta;1;1;1;1
AT2G37570;Embryophyta;1;0;1;1
AT2G37570;Embryophyta;1;0;1;1
AT5G41070;Embryophyta;1;1;1;1
AT3G59300;Embryophyta;1;1;1;1
AT1G65870;Embryophyta;1;1;1;1
AT3G10915;Embryophyta;1;1;1;1
AT3G10915;Embryophyta;1;1;1;1
AT3G10915;Embryophyta;1;1;1;1
AT4G22290;Embryophyta;1;1;1;0
AT1G65690;Embryophyta;1;1;1;1
AT1G14440;Embryophyta;1;1;1;1
AT1G14440;Embryophyta;1;1;1;1
AT4G03820;Embryophyta;1;1;1;1
AT4G03820;Embryophyta;1;1;1;1
AT3G14830;Embryophyta;1;1;1;1
AT3G14830;Embryophyta;1;1;1;1
AT3G54430;Embryophyta;0;0;1;1
AT2G30270;Embryophyta;1;1;1;1
AT2G41950;Embryophyta;1;1;1;1
AT4G21190;Embryophyta;1;1;0;1
AT5G64020;Embryophyta;1;1;1;1
AT4G08310;Embryophyta;1;1;1;1
AT5G20580;Embryophyta;1;1;1;1
AT5G20580;Embryophyta;1;1;1;1
AT2G36950;Embryophyta;1;1;1;0
AT5G08120;Embryophyta;1;1;1;1
AT5G33370;Embryophyta;1;1;1;1
AT3G12650;Embryophyta;1;1;1;1
AT1G25370;Embryophyta;1;1;0;1
AT1G56010;Embryophyta;1;1;1;1
AT1G56010;Embryophyta;1;1;1;1
AT5G26230;Embryophyta;1;1;0;1
AT3G61060;Embryophyta;0;1;1;1
AT3G61060;Embryophyta;0;1;1;1
AT3G01360;Embryophyta;1;0;0;0
AT3G01360;Embryophyta;1;0;0;0
AT2G19650;Embryophyta;1;1;1;1
AT5G43310;Embryophyta;1;1;1;1
AT5G43310;Embryophyta;1;1;1;1
AT5G43310;Embryophyta;1;1;1;1
AT5G43310;Embryophyta;1;1;1;1
AT2G44790;Embryophyta;1;1;1;1
AT2G39750;Embryophyta;0;1;1;1
AT3G55420;Embryophyta;1;1;1;1
AT5G40300;Embryophyta;1;1;1;1
AT5G50150;Embryophyta;1;1;1;1
AT1G63470;Embryophyta;1;1;0;1
AT1G29520;Embryophyta;1;1;1;1
